"638,519;""129"";""2 ก.ย.2015 10:00"";""7.7"";""4.2"";""207.0"";""31.5"";""402.0"";""ปกติ"""
"638,520;""129"";""2 ก.ย.2015 11:00"";""7.7"";""4.3"";""206.0"";""32.1"";""402.0"";""ปกติ"""
"638,521;""129"";""2 ก.ย.2015 12:00"";""7.7"";""4.3"";""205.0"";""32.3"";""402.0"";""ปกติ"""
"638,522;""129"";""2 ก.ย.2015 13:00"";""7.6"";""4.2"";""205.0"";""32.7"";""402.0"";""ปกติ"""
"638,523;""129"";""2 ก.ย.2015 14:00"";""7.6"";""4.2"";""204.0"";""32.7"";""402.0"";""ปกติ"""
"638,524;""129"";""2 ก.ย.2015 15:00"";""7.6"";""4.1"";""204.0"";""32.4"";""402.0"";""ปกติ"""
"638,525;""129"";""2 ก.ย.2015 16:00"";""7.6"";""4.0"";""203.0"";""32.1"";""402.0"";""ปกติ"""
"638,526;""129"";""2 ก.ย.2015 17:00"";""7.6"";""3.8"";""202.0"";""31.7"";""402.0"";""ปกติ"""
"638,527;""129"";""2 ก.ย.2015 18:00"";""7.6"";""3.8"";""197.0"";""30.9"";""402.0"";""ปกติ"""
"638,528;""129"";""2 ก.ย.2015 19:00"";""7.7"";""4.2"";""195.0"";""30.6"";""402.0"";""ปกติ"""
"638,529;""129"";""2 ก.ย.2015 20:00"";""7.7"";""4.5"";""195.0"";""30.5"";""402.0"";""ปกติ"""
"638,746;""129"";""2 ก.ย.2015 21:00"";""7.7"";""4.4"";""198.0"";""30.6"";""402.0"";""ปกติ"""
"638,919;""129"";""2 ก.ย.2015 22:00"";""7.7"";""4.1"";""201.0"";""30.6"";""402.0"";""ปกติ"""
"639,058;""129"";""2 ก.ย.2015 23:00"";""7.6"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,183;""129"";""3 ก.ย.2015 00:00"";""7.6"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,311;""129"";""3 ก.ย.2015 01:00"";""7.7"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,440;""129"";""3 ก.ย.2015 02:00"";""7.7"";""4.1"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,566;""129"";""3 ก.ย.2015 03:00"";""7.7"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,688;""129"";""3 ก.ย.2015 04:00"";""7.7"";""3.9"";""202.0"";""30.5"";""402.0"";""ปกติ"""
"639,813;""129"";""3 ก.ย.2015 05:00"";""7.7"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"639,939;""129"";""3 ก.ย.2015 06:00"";""7.7"";""3.9"";""202.0"";""30.5"";""402.0"";""ปกติ"""
"640,064;""129"";""3 ก.ย.2015 07:00"";""7.7"";""4.0"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"640,187;""129"";""3 ก.ย.2015 08:00"";""7.7"";""3.9"";""202.0"";""30.8"";""402.0"";""ปกติ"""
"640,307;""129"";""3 ก.ย.2015 09:00"";""7.7"";""4.0"";""202.0"";""31.0"";""402.0"";""ปกติ"""
"640,430;""129"";""3 ก.ย.2015 10:00"";""7.7"";""4.0"";""202.0"";""31.5"";""402.0"";""ปกติ"""
"640,552;""129"";""3 ก.ย.2015 11:00"";""7.7"";""4.2"";""201.0"";""31.8"";""402.0"";""ปกติ"""
"640,674;""129"";""3 ก.ย.2015 12:00"";""7.7"";""4.1"";""202.0"";""32.5"";""402.0"";""ปกติ"""
"640,793;""129"";""3 ก.ย.2015 13:00"";""7.7"";""4.2"";""202.0"";""32.8"";""402.0"";""ปกติ"""
"640,917;""129"";""3 ก.ย.2015 14:00"";""7.7"";""4.2"";""201.0"";""33.0"";""402.0"";""ปกติ"""
"641,034;""129"";""3 ก.ย.2015 15:00"";""7.7"";""4.2"";""201.0"";""32.9"";""402.0"";""ปกติ"""
"641,159;""129"";""3 ก.ย.2015 16:00"";""7.7"";""4.1"";""201.0"";""32.6"";""402.0"";""ปกติ"""
"641,285;""129"";""3 ก.ย.2015 17:00"";""7.6"";""4.0"";""200.0"";""32.4"";""402.0"";""ปกติ"""
"641,410;""129"";""3 ก.ย.2015 18:00"";""7.6"";""4.0"";""200.0"";""31.9"";""402.0"";""ปกติ"""
"641,532;""129"";""3 ก.ย.2015 19:00"";""7.6"";""3.9"";""201.0"";""31.6"";""402.0"";""ปกติ"""
"641,656;""129"";""3 ก.ย.2015 20:00"";""7.6"";""4.0"";""200.0"";""30.9"";""402.0"";""ปกติ"""
"641,791;""129"";""3 ก.ย.2015 21:00"";""7.6"";""4.1"";""199.0"";""30.5"";""402.0"";""ปกติ"""
"641,916;""129"";""3 ก.ย.2015 22:00"";""7.7"";""4.5"";""199.0"";""30.4"";""402.0"";""ปกติ"""
"642,039;""129"";""3 ก.ย.2015 23:00"";""7.7"";""4.5"";""198.0"";""30.2"";""402.0"";""ปกติ"""
"642,165;""129"";""4 ก.ย.2015 00:00"";""7.6"";""4.4"";""199.0"";""30.3"";""402.0"";""ปกติ"""
"642,287;""129"";""4 ก.ย.2015 01:00"";""7.7"";""4.4"";""201.0"";""30.3"";""402.0"";""ปกติ"""
"642,407;""129"";""4 ก.ย.2015 02:00"";""7.6"";""4.4"";""201.0"";""30.4"";""402.0"";""ปกติ"""
"642,529;""129"";""4 ก.ย.2015 03:00"";""7.6"";""4.3"";""201.0"";""30.4"";""402.0"";""ปกติ"""
"642,646;""129"";""4 ก.ย.2015 04:00"";""7.6"";""4.3"";""202.0"";""30.4"";""402.0"";""ปกติ"""
"642,774;""129"";""4 ก.ย.2015 05:00"";""7.6"";""4.2"";""202.0"";""30.4"";""402.0"";""ปกติ"""
"642,895;""129"";""4 ก.ย.2015 06:00"";""7.6"";""4.3"";""202.0"";""30.4"";""402.0"";""ปกติ"""
"643,028;""129"";""4 ก.ย.2015 07:00"";""7.6"";""4.2"";""202.0"";""30.4"";""402.0"";""ปกติ"""
"643,158;""129"";""4 ก.ย.2015 08:00"";""7.6"";""4.2"";""202.0"";""30.6"";""402.0"";""ปกติ"""
"643,278;""129"";""4 ก.ย.2015 09:00"";""7.7"";""4.2"";""202.0"";""30.9"";""402.0"";""ปกติ"""
"643,398;""129"";""4 ก.ย.2015 10:00"";""7.7"";""4.3"";""202.0"";""31.2"";""402.0"";""ปกติ"""
"643,517;""129"";""4 ก.ย.2015 11:00"";""7.7"";""4.3"";""202.0"";""31.5"";""402.0"";""ปกติ"""
"643,644;""129"";""4 ก.ย.2015 12:00"";""7.7"";""4.2"";""202.0"";""31.8"";""402.0"";""ปกติ"""
"643,769;""129"";""4 ก.ย.2015 13:00"";""7.7"";""4.3"";""202.0"";""32.6"";""402.0"";""ปกติ"""
"643,889;""129"";""4 ก.ย.2015 14:00"";""7.7"";""4.5"";""202.0"";""32.9"";""402.0"";""ปกติ"""
"644,011;""129"";""4 ก.ย.2015 15:00"";""7.7"";""4.3"";""202.0"";""33.0"";""402.0"";""ปกติ"""
"644,130;""129"";""4 ก.ย.2015 16:00"";""7.7"";""4.3"";""201.0"";""32.3"";""402.0"";""ปกติ"""
"644,252;""129"";""4 ก.ย.2015 17:00"";""7.7"";""4.2"";""201.0"";""32.0"";""402.0"";""ปกติ"""
"644,376;""129"";""4 ก.ย.2015 18:00"";""7.7"";""4.3"";""201.0"";""31.5"";""402.0"";""ปกติ"""
"644,494;""129"";""4 ก.ย.2015 19:00"";""7.6"";""4.2"";""201.0"";""31.2"";""402.0"";""ปกติ"""
"644,617;""129"";""4 ก.ย.2015 20:00"";""7.6"";""4.2"";""202.0"";""31.0"";""402.0"";""ปกติ"""
"644,739;""129"";""4 ก.ย.2015 21:00"";""7.7"";""4.2"";""203.0"";""30.8"";""402.0"";""ปกติ"""
"644,861;""129"";""4 ก.ย.2015 22:00"";""7.7"";""4.2"";""204.0"";""30.4"";""402.0"";""ปกติ"""
"644,985;""129"";""4 ก.ย.2015 23:00"";""7.7"";""4.3"";""205.0"";""30.3"";""402.0"";""ปกติ"""
"645,104;""129"";""5 ก.ย.2015 00:00"";""7.7"";""4.4"";""205.0"";""30.3"";""402.0"";""ปกติ"""
"645,231;""129"";""5 ก.ย.2015 01:00"";""7.7"";""4.5"";""205.0"";""30.3"";""402.0"";""ปกติ"""
"645,350;""129"";""5 ก.ย.2015 02:00"";""7.7"";""4.6"";""204.0"";""30.4"";""402.0"";""ปกติ"""
"645,479;""129"";""5 ก.ย.2015 03:00"";""7.7"";""4.7"";""204.0"";""30.4"";""402.0"";""ปกติ"""
"645,603;""129"";""5 ก.ย.2015 04:00"";""7.7"";""4.7"";""204.0"";""30.4"";""402.0"";""ปกติ"""
"645,725;""129"";""5 ก.ย.2015 05:00"";""7.7"";""4.6"";""203.0"";""30.4"";""402.0"";""ปกติ"""
"645,848;""129"";""5 ก.ย.2015 06:00"";""7.7"";""4.5"";""204.0"";""30.4"";""402.0"";""ปกติ"""
"645,988;""129"";""5 ก.ย.2015 07:00"";""7.7"";""4.5"";""204.0"";""30.5"";""402.0"";""ปกติ"""
"646,112;""129"";""5 ก.ย.2015 08:00"";""7.7"";""4.5"";""204.0"";""30.8"";""402.0"";""ปกติ"""
"646,251;""129"";""5 ก.ย.2015 09:00"";""7.7"";""4.6"";""205.0"";""31.3"";""402.0"";""ปกติ"""
"646,376;""129"";""5 ก.ย.2015 10:00"";""7.8"";""4.8"";""205.0"";""32.0"";""402.0"";""ปกติ"""
"646,497;""129"";""5 ก.ย.2015 11:00"";""7.7"";""4.9"";""205.0"";""32.6"";""402.0"";""ปกติ"""
"646,625;""129"";""5 ก.ย.2015 12:00"";""7.7"";""4.9"";""204.0"";""33.2"";""143.0"";""ปกติ"""
"646,747;""129"";""5 ก.ย.2015 13:00"";""7.7"";""4.9"";""204.0"";""33.3"";""148.0"";""ปกติ"""
"646,873;""129"";""5 ก.ย.2015 14:00"";""7.7"";""4.8"";""204.0"";""33.3"";""152.0"";""ปกติ"""
"646,991;""129"";""5 ก.ย.2015 15:00"";""7.7"";""4.8"";""205.0"";""33.4"";""147.0"";""ปกติ"""
"647,116;""129"";""5 ก.ย.2015 16:00"";""7.7"";""4.7"";""205.0"";""33.2"";""145.0"";""ปกติ"""
"647,239;""129"";""5 ก.ย.2015 17:00"";""7.7"";""4.7"";""205.0"";""32.7"";""153.0"";""ปกติ"""
"647,363;""129"";""5 ก.ย.2015 18:00"";""7.7"";""4.4"";""206.0"";""31.9"";""152.0"";""ปกติ"""
"647,484;""129"";""5 ก.ย.2015 19:00"";""7.7"";""4.5"";""205.0"";""31.0"";""146.0"";""ปกติ"""
"647,603;""129"";""5 ก.ย.2015 20:00"";""7.7"";""4.5"";""205.0"";""30.7"";""148.0"";""ปกติ"""
"647,721;""129"";""5 ก.ย.2015 21:00"";""7.7"";""4.5"";""206.0"";""30.7"";""146.0"";""ปกติ"""
"647,850;""129"";""5 ก.ย.2015 22:00"";""7.7"";""4.4"";""206.0"";""30.7"";""142.0"";""ปกติ"""
"647,973;""129"";""5 ก.ย.2015 23:00"";""7.7"";""4.4"";""208.0"";""30.7"";""136.0"";""ปกติ"""
"648,094;""129"";""6 ก.ย.2015 00:00"";""7.6"";""4.3"";""208.0"";""30.7"";""133.0"";""ปกติ"""
"648,218;""129"";""6 ก.ย.2015 01:00"";""7.6"";""4.1"";""208.0"";""30.7"";""134.0"";""ปกติ"""
"648,341;""129"";""6 ก.ย.2015 02:00"";""7.6"";""4.1"";""208.0"";""30.7"";""130.0"";""ปกติ"""
"648,465;""129"";""6 ก.ย.2015 03:00"";""7.6"";""4.1"";""208.0"";""30.6"";""132.0"";""ปกติ"""
"648,593;""129"";""6 ก.ย.2015 04:00"";""7.6"";""4.1"";""208.0"";""30.6"";""131.0"";""ปกติ"""
"648,716;""129"";""6 ก.ย.2015 05:00"";""7.6"";""4.0"";""208.0"";""30.5"";""134.0"";""ปกติ"""
"648,845;""129"";""6 ก.ย.2015 06:00"";""7.6"";""3.9"";""208.0"";""30.5"";""134.0"";""ปกติ"""
"648,965;""129"";""6 ก.ย.2015 07:00"";""7.6"";""4.0"";""208.0"";""30.7"";""131.0"";""ปกติ"""
"649,082;""129"";""6 ก.ย.2015 08:00"";""7.7"";""4.0"";""208.0"";""31.1"";""132.0"";""ปกติ"""
"649,207;""129"";""6 ก.ย.2015 09:00"";""7.7"";""4.1"";""208.0"";""31.4"";""129.0"";""ปกติ"""
"649,331;""129"";""6 ก.ย.2015 10:00"";""7.7"";""4.3"";""208.0"";""32.1"";""126.0"";""ปกติ"""
"649,454;""129"";""6 ก.ย.2015 11:00"";""7.7"";""4.6"";""208.0"";""32.5"";""128.0"";""ปกติ"""
"649,578;""129"";""6 ก.ย.2015 12:00"";""7.7"";""4.7"";""207.0"";""32.9"";""127.0"";""ปกติ"""
"649,704;""129"";""6 ก.ย.2015 13:00"";""7.7"";""4.8"";""207.0"";""33.0"";""127.0"";""ปกติ"""
"649,833;""129"";""6 ก.ย.2015 14:00"";""7.7"";""5.0"";""206.0"";""33.2"";""127.0"";""ปกติ"""
"649,957;""129"";""6 ก.ย.2015 15:00"";""7.7"";""5.0"";""206.0"";""33.4"";""130.0"";""ปกติ"""
"650,079;""129"";""6 ก.ย.2015 16:00"";""7.7"";""4.8"";""207.0"";""33.2"";""131.0"";""ปกติ"""
"650,202;""129"";""6 ก.ย.2015 17:00"";""7.7"";""4.8"";""208.0"";""32.8"";""132.0"";""ปกติ"""
"650,334;""129"";""6 ก.ย.2015 18:00"";""7.7"";""4.6"";""208.0"";""32.2"";""137.0"";""ปกติ"""
"650,581;""129"";""6 ก.ย.2015 19:00"";""7.6"";""4.3"";""209.0"";""31.7"";""136.0"";""ปกติ"""
"650,582;""129"";""6 ก.ย.2015 20:00"";""7.7"";""4.2"";""209.0"";""31.3"";""136.0"";""ปกติ"""
"650,703;""129"";""6 ก.ย.2015 21:00"";""7.6"";""4.1"";""210.0"";""30.9"";""137.0"";""ปกติ"""
"650,829;""129"";""6 ก.ย.2015 22:00"";""7.6"";""4.2"";""210.0"";""30.8"";""134.0"";""ปกติ"""
"650,950;""129"";""6 ก.ย.2015 23:00"";""7.7"";""4.3"";""211.0"";""30.8"";""125.0"";""ปกติ"""
"651,080;""129"";""7 ก.ย.2015 00:00"";""7.7"";""4.3"";""211.0"";""30.7"";""122.0"";""ปกติ"""
"651,216;""129"";""7 ก.ย.2015 01:00"";""7.6"";""4.3"";""212.0"";""30.7"";""117.0"";""ปกติ"""
"651,344;""129"";""7 ก.ย.2015 02:00"";""7.7"";""4.3"";""212.0"";""30.7"";""77.0"";""ปกติ"""
"651,471;""129"";""7 ก.ย.2015 03:00"";""7.7"";""4.2"";""212.0"";""30.7"";""71.0"";""ปกติ"""
"651,595;""129"";""7 ก.ย.2015 04:00"";""7.6"";""4.0"";""212.0"";""30.7"";""72.0"";""ปกติ"""
"651,717;""129"";""7 ก.ย.2015 05:00"";""7.7"";""4.0"";""212.0"";""30.7"";""74.0"";""ปกติ"""
"651,842;""129"";""7 ก.ย.2015 06:00"";""7.7"";""3.9"";""212.0"";""30.7"";""78.0"";""ปกติ"""
"651,981;""129"";""7 ก.ย.2015 07:00"";""7.7"";""3.8"";""211.0"";""30.7"";""85.0"";""ปกติ"""
"652,201;""129"";""7 ก.ย.2015 08:00"";""7.8"";""3.8"";""211.0"";""31.1"";""84.0"";""ปกติ"""
"652,202;""129"";""7 ก.ย.2015 09:00"";""7.8"";""4.0"";""211.0"";""31.7"";""74.0"";""ปกติ"""
"652,349;""129"";""7 ก.ย.2015 10:00"";""7.9"";""4.4"";""210.0"";""32.3"";""77.0"";""ปกติ"""
"652,469;""129"";""7 ก.ย.2015 11:00"";""7.9"";""4.6"";""210.0"";""32.8"";""75.0"";""ปกติ"""
"652,595;""129"";""7 ก.ย.2015 12:00"";""7.9"";""4.8"";""210.0"";""33.1"";""75.0"";""ปกติ"""
"652,716;""129"";""7 ก.ย.2015 13:00"";""8.0"";""5.1"";""209.0"";""33.3"";""76.0"";""ปกติ"""
"652,838;""129"";""7 ก.ย.2015 14:00"";""8.0"";""5.1"";""209.0"";""33.3"";""76.0"";""ปกติ"""
"652,962;""129"";""7 ก.ย.2015 15:00"";""8.0"";""5.1"";""209.0"";""33.3"";""78.0"";""ปกติ"""
"653,084;""129"";""7 ก.ย.2015 16:00"";""8.0"";""4.9"";""209.0"";""33.4"";""82.0"";""ปกติ"""
"653,204;""129"";""7 ก.ย.2015 17:00"";""7.9"";""5.0"";""209.0"";""32.9"";""82.0"";""ปกติ"""
"653,330;""129"";""7 ก.ย.2015 18:00"";""7.9"";""4.7"";""209.0"";""32.7"";""89.0"";""ปกติ"""
"653,453;""129"";""7 ก.ย.2015 19:00"";""7.9"";""4.4"";""210.0"";""32.5"";""140.0"";""ปกติ"""
"653,574;""129"";""7 ก.ย.2015 20:00"";""7.8"";""4.0"";""210.0"";""32.1"";""158.0"";""ปกติ"""
"653,716;""129"";""7 ก.ย.2015 21:00"";""7.8"";""4.0"";""210.0"";""31.7"";""137.0"";""ปกติ"""
"653,840;""129"";""7 ก.ย.2015 22:00"";""7.8"";""3.9"";""211.0"";""31.5"";""115.0"";""ปกติ"""
"653,956;""129"";""7 ก.ย.2015 23:00"";""7.8"";""3.9"";""211.0"";""31.3"";""102.0"";""ปกติ"""
"654,211;""129"";""8 ก.ย.2015 00:00"";""7.8"";""3.9"";""212.0"";""31.1"";""93.0"";""ปกติ"""
"654,212;""129"";""8 ก.ย.2015 01:00"";""7.8"";""3.9"";""212.0"";""31.1"";""85.0"";""ปกติ"""
"654,340;""129"";""8 ก.ย.2015 02:00"";""7.8"";""4.1"";""213.0"";""31.1"";""79.0"";""ปกติ"""
"654,458;""129"";""8 ก.ย.2015 03:00"";""7.8"";""4.0"";""213.0"";""31.1"";""78.0"";""ปกติ"""
"654,580;""129"";""8 ก.ย.2015 04:00"";""7.8"";""4.0"";""212.0"";""31.0"";""76.0"";""ปกติ"""
"654,702;""129"";""8 ก.ย.2015 05:00"";""7.8"";""3.9"";""213.0"";""30.9"";""75.0"";""ปกติ"""
"654,831;""129"";""8 ก.ย.2015 06:00"";""7.8"";""3.8"";""213.0"";""30.9"";""81.0"";""ปกติ"""
"654,957;""129"";""8 ก.ย.2015 07:00"";""7.8"";""3.6"";""213.0"";""30.8"";""84.0"";""ปกติ"""
"655,078;""129"";""8 ก.ย.2015 08:00"";""7.8"";""3.6"";""213.0"";""31.1"";""78.0"";""ปกติ"""
"655,205;""129"";""8 ก.ย.2015 09:00"";""7.9"";""3.9"";""212.0"";""31.8"";""75.0"";""ปกติ"""
"655,332;""129"";""8 ก.ย.2015 10:00"";""7.9"";""4.6"";""212.0"";""32.5"";""76.0"";""ปกติ"""
"655,459;""129"";""8 ก.ย.2015 11:00"";""8.0"";""5.0"";""212.0"";""32.9"";""71.0"";""ปกติ"""
"655,582;""129"";""8 ก.ย.2015 12:00"";""8.0"";""5.0"";""211.0"";""33.1"";""77.0"";""ปกติ"""
"655,707;""129"";""8 ก.ย.2015 13:00"";""8.0"";""4.9"";""211.0"";""33.3"";""81.0"";""ปกติ"""
"656,812;""129"";""8 ก.ย.2015 14:00"";""8.0"";""5.0"";""210.0"";""33.5"";""80.0"";""ปกติ"""
"656,938;""129"";""8 ก.ย.2015 15:00"";""8.0"";""5.4"";""211.0"";""33.3"";""83.0"";""ปกติ"""
"657,064;""129"";""8 ก.ย.2015 16:00"";""8.0"";""5.1"";""211.0"";""33.2"";""83.0"";""ปกติ"""
"657,191;""129"";""8 ก.ย.2015 17:00"";""7.9"";""4.7"";""211.0"";""33.0"";""82.0"";""ปกติ"""
"657,318;""129"";""8 ก.ย.2015 18:00"";""7.9"";""4.5"";""212.0"";""32.8"";""83.0"";""ปกติ"""
"657,442;""129"";""8 ก.ย.2015 19:00"";""7.9"";""4.4"";""212.0"";""32.6"";""79.0"";""ปกติ"""
"657,566;""129"";""8 ก.ย.2015 20:00"";""7.9"";""4.2"";""213.0"";""32.3"";""91.0"";""ปกติ"""
"657,694;""129"";""8 ก.ย.2015 21:00"";""7.8"";""4.1"";""213.0"";""32.0"";""90.0"";""ปกติ"""
"657,823;""129"";""8 ก.ย.2015 22:00"";""7.8"";""4.0"";""214.0"";""31.7"";""90.0"";""ปกติ"""
"657,947;""129"";""8 ก.ย.2015 23:00"";""7.8"";""3.8"";""214.0"";""31.5"";""83.0"";""ปกติ"""
"658,200;""129"";""9 ก.ย.2015 00:00"";""7.8"";""3.6"";""215.0"";""31.4"";""87.0"";""ปกติ"""
"658,201;""129"";""9 ก.ย.2015 01:00"";""7.8"";""3.8"";""215.0"";""31.3"";""80.0"";""ปกติ"""
"658,328;""129"";""9 ก.ย.2015 02:00"";""7.8"";""4.0"";""215.0"";""31.3"";""80.0"";""ปกติ"""
"658,460;""129"";""9 ก.ย.2015 03:00"";""7.8"";""3.8"";""216.0"";""31.2"";""78.0"";""ปกติ"""
"658,590;""129"";""9 ก.ย.2015 04:00"";""7.9"";""3.9"";""216.0"";""31.1"";""80.0"";""ปกติ"""
"658,714;""129"";""9 ก.ย.2015 05:00"";""7.8"";""3.8"";""216.0"";""31.1"";""76.0"";""ปกติ"""
"658,848;""129"";""9 ก.ย.2015 06:00"";""7.8"";""3.2"";""216.0"";""31.1"";""76.0"";""ปกติ"""
"658,975;""129"";""9 ก.ย.2015 07:00"";""7.8"";""3.8"";""215.0"";""31.2"";""83.0"";""ปกติ"""
"659,101;""129"";""9 ก.ย.2015 08:00"";""7.8"";""3.8"";""214.0"";""31.6"";""80.0"";""ปกติ"""
"659,228;""129"";""9 ก.ย.2015 09:00"";""7.9"";""3.6"";""214.0"";""32.1"";""82.0"";""ปกติ"""
"659,354;""129"";""9 ก.ย.2015 10:00"";""7.9"";""4.3"";""214.0"";""32.9"";""81.0"";""ปกติ"""
"659,478;""129"";""9 ก.ย.2015 11:00"";""7.9"";""4.8"";""213.0"";""33.5"";""81.0"";""ปกติ"""
"659,611;""129"";""9 ก.ย.2015 12:00"";""8.0"";""5.0"";""213.0"";""34.2"";""77.0"";""ปกติ"""
"659,740;""129"";""9 ก.ย.2015 13:00"";""8.0"";""5.6"";""212.0"";""34.3"";""81.0"";""ปกติ"""
"659,867;""129"";""9 ก.ย.2015 14:00"";""8.0"";""5.7"";""211.0"";""34.1"";""84.0"";""ปกติ"""
"663,360;""129"";""9 ก.ย.2015 15:00"";""8.0"";""5.0"";""211.0"";""34.0"";""83.0"";""ปกติ"""
"663,488;""129"";""9 ก.ย.2015 16:00"";""7.9"";""4.7"";""212.0"";""33.9"";""81.0"";""ปกติ"""
"663,620;""129"";""9 ก.ย.2015 17:00"";""7.9"";""4.3"";""211.0"";""33.5"";""83.0"";""ปกติ"""
"663,746;""129"";""9 ก.ย.2015 18:00"";""7.9"";""4.6"";""213.0"";""33.1"";""81.0"";""ปกติ"""
"663,872;""129"";""9 ก.ย.2015 19:00"";""7.9"";""4.2"";""214.0"";""32.7"";""84.0"";""ปกติ"""
"664,001;""129"";""9 ก.ย.2015 20:00"";""7.8"";""4.0"";""214.0"";""32.5"";""85.0"";""ปกติ"""
"664,132;""129"";""9 ก.ย.2015 21:00"";""7.8"";""3.9"";""215.0"";""32.4"";""82.0"";""ปกติ"""
"664,260;""129"";""9 ก.ย.2015 22:00"";""7.8"";""4.0"";""215.0"";""32.4"";""78.0"";""ปกติ"""
"664,390;""129"";""9 ก.ย.2015 23:00"";""7.8"";""4.1"";""215.0"";""32.3"";""77.0"";""ปกติ"""
"664,515;""129"";""10 ก.ย.2015 00:00"";""7.8"";""3.6"";""214.0"";""32.3"";""76.0"";""ปกติ"""
"664,647;""129"";""10 ก.ย.2015 01:00"";""7.8"";""3.7"";""216.0"";""32.3"";""72.0"";""ปกติ"""
"664,776;""129"";""10 ก.ย.2015 02:00"";""7.7"";""3.5"";""216.0"";""32.3"";""74.0"";""ปกติ"""
"664,897;""129"";""10 ก.ย.2015 03:00"";""7.7"";""3.2"";""216.0"";""32.2"";""70.0"";""ปกติ"""
"665,021;""129"";""10 ก.ย.2015 04:00"";""7.7"";""2.6"";""216.0"";""32.1"";""73.0"";""ปกติ"""
"665,139;""129"";""10 ก.ย.2015 05:00"";""7.7"";""2.5"";""215.0"";""32.1"";""70.0"";""ปกติ"""
"665,270;""129"";""10 ก.ย.2015 06:00"";""7.6"";""2.4"";""215.0"";""32.0"";""75.0"";""ปกติ"""
"665,395;""129"";""10 ก.ย.2015 07:00"";""7.6"";""1.9"";""216.0"";""32.0"";""76.0"";""วิกฤติ"""
"665,533;""129"";""10 ก.ย.2015 08:00"";""7.6"";""1.6"";""215.0"";""32.0"";""78.0"";""วิกฤติ"""
"665,663;""129"";""10 ก.ย.2015 09:00"";""7.6"";""1.6"";""216.0"";""31.8"";""80.0"";""วิกฤติ"""
"665,790;""129"";""10 ก.ย.2015 10:00"";""7.6"";""1.6"";""215.0"";""31.8"";""78.0"";""วิกฤติ"""
"665,921;""129"";""10 ก.ย.2015 11:00"";""7.7"";""2.8"";""215.0"";""31.9"";""80.0"";""ปกติ"""
"666,049;""129"";""10 ก.ย.2015 12:00"";""7.7"";""2.9"";""215.0"";""32.1"";""83.0"";""ปกติ"""
"666,175;""129"";""10 ก.ย.2015 13:00"";""7.8"";""2.9"";""215.0"";""32.6"";""88.0"";""ปกติ"""
"666,303;""129"";""10 ก.ย.2015 14:00"";""7.8"";""3.4"";""215.0"";""33.1"";""85.0"";""ปกติ"""
"666,429;""129"";""10 ก.ย.2015 15:00"";""7.8"";""3.9"";""214.0"";""33.1"";""85.0"";""ปกติ"""
"666,557;""129"";""10 ก.ย.2015 16:00"";""7.8"";""3.9"";""213.0"";""32.5"";""88.0"";""ปกติ"""
"666,683;""129"";""10 ก.ย.2015 17:00"";""7.8"";""3.7"";""213.0"";""32.3"";""91.0"";""ปกติ"""
"666,810;""129"";""10 ก.ย.2015 18:00"";""7.8"";""3.6"";""213.0"";""32.1"";""94.0"";""ปกติ"""
"666,937;""129"";""10 ก.ย.2015 19:00"";""7.8"";""3.2"";""213.0"";""31.9"";""94.0"";""ปกติ"""
"667,062;""129"";""10 ก.ย.2015 20:00"";""7.8"";""3.1"";""214.0"";""31.8"";""94.0"";""ปกติ"""
"667,189;""129"";""10 ก.ย.2015 21:00"";""7.8"";""2.9"";""214.0"";""31.8"";""93.0"";""ปกติ"""
"667,322;""129"";""10 ก.ย.2015 22:00"";""7.8"";""3.2"";""215.0"";""31.8"";""90.0"";""ปกติ"""
"667,446;""129"";""10 ก.ย.2015 23:00"";""7.7"";""3.1"";""215.0"";""31.5"";""92.0"";""ปกติ"""
"668,085;""129"";""11 ก.ย.2015 00:00"";""8.6"";""2.7"";""233.0"";""33.3"";""70.0"";""เฝ้าระวัง"""
"668,086;""129"";""11 ก.ย.2015 01:00"";""8.5"";""2.3"";""0.0"";""0.0"";""0.0"";""เฝ้าระวัง"""
"668,087;""129"";""11 ก.ย.2015 02:00"";""8.4"";""2.1"";""237.0"";""31.6"";""0.0"";""ปกติ"""
"668,088;""129"";""11 ก.ย.2015 03:00"";""7.6"";""1.9"";""212.0"";""30.7"";""91.0"";""วิกฤติ"""
"668,089;""129"";""11 ก.ย.2015 04:00"";""7.7"";""3.3"";""212.0"";""30.9"";""90.0"";""ปกติ"""
"668,212;""129"";""11 ก.ย.2015 05:00"";""7.8"";""3.0"";""212.0"";""31.0"";""83.0"";""ปกติ"""
"668,344;""129"";""11 ก.ย.2015 06:00"";""7.7"";""3.2"";""213.0"";""31.0"";""88.0"";""ปกติ"""
"668,469;""129"";""11 ก.ย.2015 07:00"";""7.8"";""3.3"";""213.0"";""31.1"";""95.0"";""ปกติ"""
"668,598;""129"";""11 ก.ย.2015 08:00"";""7.7"";""3.2"";""213.0"";""31.0"";""95.0"";""ปกติ"""
