"336,890;""129"";""20 พ.ค.2015 10:00"";""7.7"";""5.2"";""179.0"";""32.0"";""88.0"";""ปกติ"""
"337,011;""129"";""20 พ.ค.2015 11:00"";""7.7"";""5.2"";""179.0"";""32.2"";""91.0"";""ปกติ"""
"337,136;""129"";""20 พ.ค.2015 12:00"";""7.7"";""5.1"";""179.0"";""32.4"";""91.0"";""ปกติ"""
"337,262;""129"";""20 พ.ค.2015 13:00"";""7.7"";""5.2"";""179.0"";""32.4"";""87.0"";""ปกติ"""
"337,388;""129"";""20 พ.ค.2015 14:00"";""7.7"";""5.1"";""179.0"";""32.4"";""89.0"";""ปกติ"""
"337,513;""129"";""20 พ.ค.2015 15:00"";""7.7"";""5.0"";""179.0"";""32.4"";""91.0"";""ปกติ"""
"337,637;""129"";""20 พ.ค.2015 16:00"";""7.7"";""5.2"";""179.0"";""32.2"";""94.0"";""ปกติ"""
"337,763;""129"";""20 พ.ค.2015 17:00"";""7.7"";""5.4"";""180.0"";""32.1"";""96.0"";""ปกติ"""
"337,888;""129"";""20 พ.ค.2015 18:00"";""7.7"";""5.3"";""180.0"";""32.0"";""93.0"";""ปกติ"""
"338,014;""129"";""20 พ.ค.2015 19:00"";""7.7"";""5.4"";""180.0"";""31.9"";""92.0"";""ปกติ"""
"338,139;""129"";""20 พ.ค.2015 20:00"";""7.7"";""5.5"";""180.0"";""31.9"";""82.0"";""ปกติ"""
"338,265;""129"";""20 พ.ค.2015 21:00"";""7.7"";""5.5"";""180.0"";""31.8"";""74.0"";""ปกติ"""
"338,389;""129"";""20 พ.ค.2015 22:00"";""7.7"";""5.6"";""181.0"";""31.7"";""74.0"";""ปกติ"""
"338,514;""129"";""20 พ.ค.2015 23:00"";""7.6"";""5.4"";""181.0"";""31.7"";""70.0"";""ปกติ"""
"338,637;""129"";""21 พ.ค.2015 00:00"";""7.6"";""5.2"";""182.0"";""31.7"";""70.0"";""ปกติ"""
"338,761;""129"";""21 พ.ค.2015 01:00"";""7.6"";""5.1"";""181.0"";""31.6"";""72.0"";""ปกติ"""
"338,886;""129"";""21 พ.ค.2015 02:00"";""7.6"";""5.0"";""181.0"";""31.5"";""74.0"";""ปกติ"""
"339,011;""129"";""21 พ.ค.2015 03:00"";""7.6"";""5.0"";""181.0"";""31.4"";""72.0"";""ปกติ"""
"339,136;""129"";""21 พ.ค.2015 04:00"";""7.6"";""4.9"";""181.0"";""31.3"";""69.0"";""ปกติ"""
"339,260;""129"";""21 พ.ค.2015 05:00"";""7.6"";""4.6"";""181.0"";""31.3"";""70.0"";""ปกติ"""
"339,384;""129"";""21 พ.ค.2015 06:00"";""7.6"";""4.6"";""180.0"";""31.2"";""74.0"";""ปกติ"""
"339,508;""129"";""21 พ.ค.2015 07:00"";""7.6"";""4.4"";""180.0"";""31.2"";""78.0"";""ปกติ"""
"339,631;""129"";""21 พ.ค.2015 08:00"";""7.6"";""4.3"";""179.0"";""31.3"";""81.0"";""ปกติ"""
"339,754;""129"";""21 พ.ค.2015 09:00"";""7.6"";""4.4"";""179.0"";""31.5"";""80.0"";""ปกติ"""
"339,878;""129"";""21 พ.ค.2015 10:00"";""7.6"";""4.8"";""179.0"";""31.7"";""85.0"";""ปกติ"""
"340,002;""129"";""21 พ.ค.2015 11:00"";""7.6"";""5.0"";""178.0"";""31.9"";""86.0"";""ปกติ"""
"340,125;""129"";""21 พ.ค.2015 12:00"";""7.6"";""4.8"";""178.0"";""31.9"";""82.0"";""ปกติ"""
"340,248;""129"";""21 พ.ค.2015 13:00"";""7.6"";""4.9"";""179.0"";""32.1"";""84.0"";""ปกติ"""
"340,371;""129"";""21 พ.ค.2015 14:00"";""7.6"";""5.0"";""179.0"";""32.0"";""87.0"";""ปกติ"""
"340,495;""129"";""21 พ.ค.2015 15:00"";""7.6"";""4.9"";""180.0"";""32.1"";""86.0"";""ปกติ"""
"340,617;""129"";""21 พ.ค.2015 16:00"";""7.7"";""4.9"";""181.0"";""32.0"";""86.0"";""ปกติ"""
"340,739;""129"";""21 พ.ค.2015 17:00"";""7.7"";""5.1"";""181.0"";""31.8"";""93.0"";""ปกติ"""
"340,862;""129"";""21 พ.ค.2015 18:00"";""7.7"";""5.3"";""182.0"";""31.6"";""96.0"";""ปกติ"""
"340,982;""129"";""21 พ.ค.2015 19:00"";""7.7"";""5.5"";""182.0"";""31.5"";""93.0"";""ปกติ"""
"341,107;""129"";""21 พ.ค.2015 20:00"";""7.7"";""5.5"";""182.0"";""31.5"";""84.0"";""ปกติ"""
"341,232;""129"";""21 พ.ค.2015 21:00"";""7.6"";""5.5"";""182.0"";""31.5"";""77.0"";""ปกติ"""
"341,360;""129"";""21 พ.ค.2015 22:00"";""7.6"";""5.5"";""182.0"";""31.4"";""81.0"";""ปกติ"""
"341,487;""129"";""21 พ.ค.2015 23:00"";""7.6"";""5.5"";""182.0"";""31.3"";""80.0"";""ปกติ"""
"341,615;""129"";""22 พ.ค.2015 00:00"";""7.6"";""5.4"";""182.0"";""31.2"";""85.0"";""ปกติ"""
"341,740;""129"";""22 พ.ค.2015 01:00"";""7.6"";""5.5"";""182.0"";""31.1"";""88.0"";""ปกติ"""
"341,868;""129"";""22 พ.ค.2015 02:00"";""7.6"";""5.5"";""182.0"";""31.0"";""86.0"";""ปกติ"""
"341,996;""129"";""22 พ.ค.2015 03:00"";""7.6"";""5.4"";""182.0"";""31.0"";""86.0"";""ปกติ"""
"342,123;""129"";""22 พ.ค.2015 04:00"";""7.6"";""5.4"";""183.0"";""30.9"";""87.0"";""ปกติ"""
"342,250;""129"";""22 พ.ค.2015 05:00"";""7.6"";""5.3"";""182.0"";""30.8"";""83.0"";""ปกติ"""
"342,377;""129"";""22 พ.ค.2015 06:00"";""7.6"";""5.3"";""182.0"";""30.8"";""87.0"";""ปกติ"""
"342,505;""129"";""22 พ.ค.2015 07:00"";""7.6"";""5.2"";""182.0"";""30.8"";""95.0"";""ปกติ"""
"342,631;""129"";""22 พ.ค.2015 08:00"";""7.6"";""5.1"";""181.0"";""30.9"";""97.0"";""ปกติ"""
"342,759;""129"";""22 พ.ค.2015 09:00"";""7.6"";""5.1"";""181.0"";""31.0"";""99.0"";""ปกติ"""
"342,887;""129"";""22 พ.ค.2015 10:00"";""7.7"";""5.2"";""182.0"";""31.1"";""97.0"";""ปกติ"""
"343,015;""129"";""22 พ.ค.2015 11:00"";""7.6"";""5.2"";""182.0"";""31.2"";""98.0"";""ปกติ"""
"343,142;""129"";""22 พ.ค.2015 12:00"";""7.6"";""5.0"";""183.0"";""31.2"";""102.0"";""ปกติ"""
"343,269;""129"";""22 พ.ค.2015 13:00"";""7.7"";""5.0"";""183.0"";""31.3"";""97.0"";""ปกติ"""
"343,396;""129"";""22 พ.ค.2015 14:00"";""7.7"";""5.0"";""184.0"";""31.2"";""96.0"";""ปกติ"""
"343,523;""129"";""22 พ.ค.2015 15:00"";""7.7"";""5.0"";""185.0"";""31.2"";""101.0"";""ปกติ"""
"343,650;""129"";""22 พ.ค.2015 16:00"";""7.7"";""5.1"";""185.0"";""31.1"";""100.0"";""ปกติ"""
"343,776;""129"";""22 พ.ค.2015 17:00"";""7.7"";""5.2"";""185.0"";""31.0"";""96.0"";""ปกติ"""
"343,900;""129"";""22 พ.ค.2015 18:00"";""7.8"";""6.1"";""185.0"";""30.9"";""98.0"";""ปกติ"""
"344,021;""129"";""22 พ.ค.2015 19:00"";""7.7"";""5.7"";""185.0"";""30.9"";""77.0"";""ปกติ"""
"344,146;""129"";""22 พ.ค.2015 20:00"";""7.6"";""5.3"";""184.0"";""30.8"";""98.0"";""ปกติ"""
"344,271;""129"";""22 พ.ค.2015 21:00"";""7.6"";""5.3"";""184.0"";""30.7"";""88.0"";""ปกติ"""
"344,397;""129"";""22 พ.ค.2015 22:00"";""7.6"";""5.4"";""183.0"";""30.7"";""86.0"";""ปกติ"""
"344,522;""129"";""22 พ.ค.2015 23:00"";""7.6"";""5.4"";""183.0"";""30.6"";""84.0"";""ปกติ"""
"344,647;""129"";""23 พ.ค.2015 00:00"";""7.6"";""5.4"";""183.0"";""30.6"";""83.0"";""ปกติ"""
"344,771;""129"";""23 พ.ค.2015 01:00"";""7.6"";""5.3"";""183.0"";""30.5"";""82.0"";""ปกติ"""
"344,895;""129"";""23 พ.ค.2015 02:00"";""7.6"";""5.4"";""183.0"";""30.5"";""83.0"";""ปกติ"""
"345,019;""129"";""23 พ.ค.2015 03:00"";""7.6"";""5.4"";""183.0"";""30.4"";""80.0"";""ปกติ"""
"345,143;""129"";""23 พ.ค.2015 04:00"";""7.6"";""5.3"";""182.0"";""30.3"";""86.0"";""ปกติ"""
"345,267;""129"";""23 พ.ค.2015 05:00"";""7.6"";""5.3"";""182.0"";""30.3"";""79.0"";""ปกติ"""
"345,391;""129"";""23 พ.ค.2015 06:00"";""7.6"";""5.2"";""182.0"";""30.2"";""87.0"";""ปกติ"""
"345,515;""129"";""23 พ.ค.2015 07:00"";""7.6"";""5.1"";""182.0"";""30.3"";""89.0"";""ปกติ"""
"345,638;""129"";""23 พ.ค.2015 08:00"";""7.6"";""5.1"";""181.0"";""30.4"";""94.0"";""ปกติ"""
"345,762;""129"";""23 พ.ค.2015 09:00"";""7.6"";""5.2"";""181.0"";""30.5"";""103.0"";""ปกติ"""
"345,886;""129"";""23 พ.ค.2015 10:00"";""7.6"";""5.1"";""181.0"";""30.7"";""103.0"";""ปกติ"""
"346,010;""129"";""23 พ.ค.2015 11:00"";""7.6"";""5.2"";""181.0"";""30.7"";""98.0"";""ปกติ"""
"346,133;""129"";""23 พ.ค.2015 12:00"";""7.7"";""5.1"";""182.0"";""31.0"";""99.0"";""ปกติ"""
"346,257;""129"";""23 พ.ค.2015 13:00"";""7.7"";""5.2"";""182.0"";""31.0"";""95.0"";""ปกติ"""
"346,381;""129"";""23 พ.ค.2015 14:00"";""7.7"";""5.2"";""182.0"";""31.1"";""93.0"";""ปกติ"""
"346,504;""129"";""23 พ.ค.2015 15:00"";""7.7"";""5.1"";""183.0"";""31.2"";""95.0"";""ปกติ"""
"346,626;""129"";""23 พ.ค.2015 16:00"";""7.7"";""5.3"";""182.0"";""30.9"";""98.0"";""ปกติ"""
"346,750;""129"";""23 พ.ค.2015 17:00"";""7.7"";""5.4"";""182.0"";""30.8"";""98.0"";""ปกติ"""
"346,873;""129"";""23 พ.ค.2015 18:00"";""7.7"";""5.5"";""183.0"";""30.8"";""104.0"";""ปกติ"""
"346,996;""129"";""23 พ.ค.2015 19:00"";""7.7"";""5.7"";""182.0"";""30.6"";""101.0"";""ปกติ"""
"347,119;""129"";""23 พ.ค.2015 20:00"";""7.6"";""5.8"";""182.0"";""30.6"";""98.0"";""ปกติ"""
"347,241;""129"";""23 พ.ค.2015 21:00"";""7.7"";""5.7"";""182.0"";""30.6"";""90.0"";""ปกติ"""
"347,366;""129"";""23 พ.ค.2015 22:00"";""7.6"";""5.7"";""182.0"";""30.5"";""81.0"";""ปกติ"""
"347,493;""129"";""23 พ.ค.2015 23:00"";""7.6"";""5.6"";""181.0"";""30.5"";""84.0"";""ปกติ"""
"347,620;""129"";""24 พ.ค.2015 00:00"";""7.6"";""5.4"";""181.0"";""30.5"";""85.0"";""ปกติ"""
"347,746;""129"";""24 พ.ค.2015 01:00"";""7.6"";""5.4"";""181.0"";""30.4"";""90.0"";""ปกติ"""
"347,873;""129"";""24 พ.ค.2015 02:00"";""7.6"";""5.3"";""182.0"";""30.4"";""82.0"";""ปกติ"""
"348,001;""129"";""24 พ.ค.2015 03:00"";""7.6"";""5.0"";""182.0"";""30.4"";""82.0"";""ปกติ"""
"348,129;""129"";""24 พ.ค.2015 04:00"";""7.6"";""4.9"";""182.0"";""30.3"";""82.0"";""ปกติ"""
"348,257;""129"";""24 พ.ค.2015 05:00"";""7.5"";""4.9"";""183.0"";""30.3"";""84.0"";""ปกติ"""
"348,383;""129"";""24 พ.ค.2015 06:00"";""7.5"";""4.8"";""183.0"";""30.3"";""80.0"";""ปกติ"""
"348,510;""129"";""24 พ.ค.2015 07:00"";""7.5"";""4.7"";""183.0"";""30.4"";""89.0"";""ปกติ"""
"348,638;""129"";""24 พ.ค.2015 08:00"";""7.6"";""4.7"";""183.0"";""30.5"";""95.0"";""ปกติ"""
"348,765;""129"";""24 พ.ค.2015 09:00"";""7.6"";""5.0"";""182.0"";""30.6"";""99.0"";""ปกติ"""
"348,892;""129"";""24 พ.ค.2015 10:00"";""7.6"";""4.9"";""183.0"";""30.8"";""96.0"";""ปกติ"""
"349,140;""129"";""24 พ.ค.2015 12:00"";""7.6"";""4.4"";""183.0"";""31.3"";""99.0"";""ปกติ"""
"349,266;""129"";""24 พ.ค.2015 13:00"";""7.6"";""4.8"";""182.0"";""31.4"";""88.0"";""ปกติ"""
"349,392;""129"";""24 พ.ค.2015 14:00"";""7.6"";""4.9"";""182.0"";""31.4"";""92.0"";""ปกติ"""
"349,517;""129"";""24 พ.ค.2015 15:00"";""7.6"";""5.0"";""183.0"";""31.3"";""92.0"";""ปกติ"""
"349,640;""129"";""24 พ.ค.2015 16:00"";""7.6"";""5.2"";""183.0"";""30.9"";""95.0"";""ปกติ"""
"349,764;""129"";""24 พ.ค.2015 17:00"";""7.6"";""5.4"";""184.0"";""30.9"";""108.0"";""ปกติ"""
"349,888;""129"";""24 พ.ค.2015 18:00"";""7.6"";""5.5"";""184.0"";""30.7"";""106.0"";""ปกติ"""
"350,011;""129"";""24 พ.ค.2015 19:00"";""7.6"";""5.5"";""184.0"";""30.7"";""115.0"";""ปกติ"""
"350,136;""129"";""24 พ.ค.2015 20:00"";""7.6"";""5.6"";""183.0"";""30.7"";""108.0"";""ปกติ"""
"350,261;""129"";""24 พ.ค.2015 21:00"";""7.6"";""5.6"";""183.0"";""30.7"";""99.0"";""ปกติ"""
"350,386;""129"";""24 พ.ค.2015 22:00"";""7.6"";""5.5"";""183.0"";""30.7"";""93.0"";""ปกติ"""
"350,511;""129"";""24 พ.ค.2015 23:00"";""7.6"";""5.5"";""183.0"";""30.6"";""96.0"";""ปกติ"""
"350,636;""129"";""25 พ.ค.2015 00:00"";""7.6"";""5.4"";""183.0"";""30.6"";""91.0"";""ปกติ"""
"350,762;""129"";""25 พ.ค.2015 01:00"";""7.6"";""5.4"";""183.0"";""30.6"";""89.0"";""ปกติ"""
"350,888;""129"";""25 พ.ค.2015 02:00"";""7.6"";""5.3"";""183.0"";""30.5"";""90.0"";""ปกติ"""
"351,014;""129"";""25 พ.ค.2015 03:00"";""7.6"";""5.3"";""182.0"";""30.5"";""86.0"";""ปกติ"""
"351,140;""129"";""25 พ.ค.2015 04:00"";""7.6"";""5.3"";""181.0"";""30.4"";""96.0"";""ปกติ"""
"351,266;""129"";""25 พ.ค.2015 05:00"";""7.6"";""5.3"";""181.0"";""30.4"";""96.0"";""ปกติ"""
"351,392;""129"";""25 พ.ค.2015 06:00"";""7.6"";""5.2"";""181.0"";""30.4"";""101.0"";""ปกติ"""
"351,518;""129"";""25 พ.ค.2015 07:00"";""7.6"";""5.1"";""181.0"";""30.4"";""106.0"";""ปกติ"""
"351,643;""129"";""25 พ.ค.2015 08:00"";""7.6"";""5.1"";""180.0"";""30.5"";""102.0"";""ปกติ"""
"351,769;""129"";""25 พ.ค.2015 09:00"";""7.6"";""5.1"";""180.0"";""30.7"";""104.0"";""ปกติ"""
"351,895;""129"";""25 พ.ค.2015 10:00"";""7.6"";""5.1"";""179.0"";""30.9"";""114.0"";""ปกติ"""
"352,021;""129"";""25 พ.ค.2015 11:00"";""7.6"";""5.0"";""179.0"";""31.1"";""107.0"";""ปกติ"""
"352,146;""129"";""25 พ.ค.2015 12:00"";""7.6"";""4.9"";""180.0"";""31.3"";""109.0"";""ปกติ"""
"352,271;""129"";""25 พ.ค.2015 13:00"";""7.6"";""4.9"";""180.0"";""31.4"";""110.0"";""ปกติ"""
"352,397;""129"";""25 พ.ค.2015 14:00"";""7.6"";""4.9"";""181.0"";""31.3"";""106.0"";""ปกติ"""
"352,522;""129"";""25 พ.ค.2015 15:00"";""7.6"";""5.0"";""181.0"";""31.2"";""107.0"";""ปกติ"""
"352,645;""129"";""25 พ.ค.2015 16:00"";""7.6"";""5.0"";""182.0"";""31.1"";""107.0"";""ปกติ"""
"352,771;""129"";""25 พ.ค.2015 17:00"";""7.6"";""5.2"";""182.0"";""30.9"";""108.0"";""ปกติ"""
"352,897;""129"";""25 พ.ค.2015 18:00"";""7.6"";""5.4"";""183.0"";""30.7"";""111.0"";""ปกติ"""
"353,023;""129"";""25 พ.ค.2015 19:00"";""7.6"";""5.4"";""183.0"";""30.7"";""113.0"";""ปกติ"""
"353,149;""129"";""25 พ.ค.2015 20:00"";""7.6"";""5.5"";""184.0"";""30.7"";""111.0"";""ปกติ"""
"353,273;""129"";""25 พ.ค.2015 21:00"";""7.6"";""5.5"";""183.0"";""30.8"";""104.0"";""ปกติ"""
"353,398;""129"";""25 พ.ค.2015 22:00"";""7.6"";""5.5"";""183.0"";""30.8"";""100.0"";""ปกติ"""
"353,523;""129"";""25 พ.ค.2015 23:00"";""7.6"";""5.5"";""183.0"";""30.8"";""104.0"";""ปกติ"""
"353,649;""129"";""26 พ.ค.2015 00:00"";""7.6"";""5.5"";""182.0"";""30.8"";""102.0"";""ปกติ"""
"353,775;""129"";""26 พ.ค.2015 01:00"";""7.6"";""5.5"";""182.0"";""30.8"";""104.0"";""ปกติ"""
"353,901;""129"";""26 พ.ค.2015 02:00"";""7.6"";""5.5"";""182.0"";""30.7"";""104.0"";""ปกติ"""
"354,027;""129"";""26 พ.ค.2015 03:00"";""7.6"";""5.4"";""182.0"";""30.7"";""103.0"";""ปกติ"""
"354,153;""129"";""26 พ.ค.2015 04:00"";""7.6"";""5.4"";""181.0"";""30.7"";""100.0"";""ปกติ"""
"354,279;""129"";""26 พ.ค.2015 05:00"";""7.6"";""5.3"";""181.0"";""30.7"";""99.0"";""ปกติ"""
"354,405;""129"";""26 พ.ค.2015 06:00"";""7.6"";""5.3"";""181.0"";""30.7"";""105.0"";""ปกติ"""
"354,531;""129"";""26 พ.ค.2015 07:00"";""7.6"";""5.3"";""181.0"";""30.7"";""104.0"";""ปกติ"""
"354,657;""129"";""26 พ.ค.2015 08:00"";""7.6"";""5.2"";""180.0"";""30.8"";""110.0"";""ปกติ"""
"354,783;""129"";""26 พ.ค.2015 09:00"";""7.6"";""5.2"";""180.0"";""31.0"";""110.0"";""ปกติ"""
"354,909;""129"";""26 พ.ค.2015 10:00"";""7.6"";""5.1"";""180.0"";""31.2"";""114.0"";""ปกติ"""
"355,037;""129"";""26 พ.ค.2015 11:00"";""7.6"";""5.1"";""180.0"";""31.4"";""109.0"";""ปกติ"""
"355,163;""129"";""26 พ.ค.2015 12:00"";""7.6"";""5.1"";""180.0"";""31.6"";""113.0"";""ปกติ"""
"355,290;""129"";""26 พ.ค.2015 13:00"";""7.6"";""5.2"";""180.0"";""31.6"";""109.0"";""ปกติ"""
"355,417;""129"";""26 พ.ค.2015 14:00"";""7.6"";""5.2"";""180.0"";""31.7"";""111.0"";""ปกติ"""
"355,543;""129"";""26 พ.ค.2015 15:00"";""7.6"";""5.2"";""181.0"";""31.7"";""117.0"";""ปกติ"""
"355,671;""129"";""26 พ.ค.2015 16:00"";""7.6"";""5.3"";""181.0"";""31.6"";""109.0"";""ปกติ"""
"355,799;""129"";""26 พ.ค.2015 17:00"";""7.6"";""5.2"";""182.0"";""31.5"";""106.0"";""ปกติ"""
"355,926;""129"";""26 พ.ค.2015 18:00"";""7.6"";""5.3"";""182.0"";""31.5"";""122.0"";""ปกติ"""
"356,051;""129"";""26 พ.ค.2015 19:00"";""7.6"";""5.4"";""182.0"";""31.4"";""122.0"";""ปกติ"""
"356,179;""129"";""26 พ.ค.2015 20:00"";""7.6"";""5.5"";""182.0"";""31.2"";""111.0"";""ปกติ"""
"356,305;""129"";""26 พ.ค.2015 21:00"";""7.6"";""5.6"";""182.0"";""31.0"";""103.0"";""ปกติ"""
"356,431;""129"";""26 พ.ค.2015 22:00"";""7.6"";""5.6"";""182.0"";""31.0"";""107.0"";""ปกติ"""
"356,560;""129"";""26 พ.ค.2015 23:00"";""7.6"";""5.6"";""182.0"";""31.0"";""103.0"";""ปกติ"""
"356,686;""129"";""27 พ.ค.2015 00:00"";""7.5"";""5.6"";""182.0"";""30.9"";""106.0"";""ปกติ"""
"356,814;""129"";""27 พ.ค.2015 01:00"";""7.5"";""5.5"";""182.0"";""30.9"";""103.0"";""ปกติ"""
"356,941;""129"";""27 พ.ค.2015 02:00"";""7.5"";""5.5"";""182.0"";""30.9"";""102.0"";""ปกติ"""
"357,068;""129"";""27 พ.ค.2015 03:00"";""7.5"";""5.4"";""182.0"";""30.8"";""93.0"";""ปกติ"""
"357,196;""129"";""27 พ.ค.2015 04:00"";""7.5"";""5.4"";""181.0"";""30.8"";""99.0"";""ปกติ"""
"357,323;""129"";""27 พ.ค.2015 05:00"";""7.6"";""5.4"";""181.0"";""30.8"";""96.0"";""ปกติ"""
"357,451;""129"";""27 พ.ค.2015 06:00"";""7.5"";""5.4"";""181.0"";""30.8"";""106.0"";""ปกติ"""
"357,579;""129"";""27 พ.ค.2015 07:00"";""7.5"";""5.3"";""180.0"";""30.8"";""104.0"";""ปกติ"""
"357,706;""129"";""27 พ.ค.2015 08:00"";""7.5"";""5.2"";""180.0"";""30.9"";""111.0"";""ปกติ"""
"357,832;""129"";""27 พ.ค.2015 09:00"";""7.6"";""5.1"";""179.0"";""31.0"";""114.0"";""ปกติ"""
"357,958;""129"";""27 พ.ค.2015 10:00"";""7.5"";""5.3"";""179.0"";""31.3"";""119.0"";""ปกติ"""
"358,083;""129"";""27 พ.ค.2015 11:00"";""7.5"";""5.2"";""179.0"";""31.4"";""108.0"";""ปกติ"""
"358,209;""129"";""27 พ.ค.2015 12:00"";""7.5"";""5.0"";""179.0"";""31.5"";""102.0"";""ปกติ"""
"358,335;""129"";""27 พ.ค.2015 13:00"";""7.5"";""5.0"";""179.0"";""31.5"";""111.0"";""ปกติ"""
"358,461;""129"";""27 พ.ค.2015 14:00"";""7.5"";""5.0"";""179.0"";""31.6"";""114.0"";""ปกติ"""
"358,586;""129"";""27 พ.ค.2015 15:00"";""7.6"";""5.2"";""180.0"";""31.7"";""116.0"";""ปกติ"""
"358,711;""129"";""27 พ.ค.2015 16:00"";""7.5"";""5.3"";""180.0"";""31.6"";""116.0"";""ปกติ"""
"358,837;""129"";""27 พ.ค.2015 17:00"";""7.5"";""5.3"";""181.0"";""31.4"";""114.0"";""ปกติ"""
"358,963;""129"";""27 พ.ค.2015 18:00"";""7.5"";""5.4"";""181.0"";""31.3"";""112.0"";""ปกติ"""
"359,089;""129"";""27 พ.ค.2015 19:00"";""7.6"";""5.5"";""182.0"";""31.3"";""119.0"";""ปกติ"""
"359,213;""129"";""27 พ.ค.2015 20:00"";""7.5"";""5.6"";""182.0"";""31.2"";""116.0"";""ปกติ"""
"359,336;""129"";""27 พ.ค.2015 21:00"";""7.5"";""5.6"";""182.0"";""31.3"";""104.0"";""ปกติ"""
"359,459;""129"";""27 พ.ค.2015 22:00"";""7.5"";""5.6"";""182.0"";""31.3"";""100.0"";""ปกติ"""
"359,582;""129"";""27 พ.ค.2015 23:00"";""7.5"";""5.5"";""182.0"";""31.2"";""98.0"";""ปกติ"""
"359,706;""129"";""28 พ.ค.2015 00:00"";""7.5"";""5.6"";""182.0"";""31.1"";""116.0"";""ปกติ"""
"359,830;""129"";""28 พ.ค.2015 01:00"";""7.5"";""5.6"";""182.0"";""31.1"";""96.0"";""ปกติ"""
"359,954;""129"";""28 พ.ค.2015 02:00"";""7.5"";""5.5"";""182.0"";""31.1"";""99.0"";""ปกติ"""
"360,078;""129"";""28 พ.ค.2015 03:00"";""7.5"";""5.5"";""182.0"";""31.1"";""95.0"";""ปกติ"""
"360,199;""129"";""28 พ.ค.2015 04:00"";""7.5"";""5.4"";""182.0"";""31.1"";""97.0"";""ปกติ"""
"360,322;""129"";""28 พ.ค.2015 05:00"";""7.5"";""5.3"";""181.0"";""31.1"";""98.0"";""ปกติ"""
"360,444;""129"";""28 พ.ค.2015 06:00"";""7.5"";""5.2"";""181.0"";""31.0"";""105.0"";""ปกติ"""
"360,567;""129"";""28 พ.ค.2015 07:00"";""7.5"";""5.3"";""181.0"";""31.1"";""108.0"";""ปกติ"""
"360,691;""129"";""28 พ.ค.2015 08:00"";""7.5"";""5.3"";""181.0"";""31.2"";""109.0"";""ปกติ"""
"360,815;""129"";""28 พ.ค.2015 09:00"";""7.5"";""5.2"";""181.0"";""31.4"";""104.0"";""ปกติ"""
"360,937;""129"";""28 พ.ค.2015 10:00"";""7.5"";""5.2"";""181.0"";""31.6"";""99.0"";""ปกติ"""
"361,061;""129"";""28 พ.ค.2015 11:00"";""7.5"";""5.3"";""182.0"";""31.7"";""105.0"";""ปกติ"""
"361,181;""129"";""28 พ.ค.2015 12:00"";""7.5"";""5.2"";""182.0"";""31.9"";""99.0"";""ปกติ"""
"361,302;""129"";""28 พ.ค.2015 13:00"";""7.5"";""5.2"";""182.0"";""32.0"";""96.0"";""ปกติ"""
"361,424;""129"";""28 พ.ค.2015 14:00"";""7.5"";""5.2"";""182.0"";""32.1"";""101.0"";""ปกติ"""
"361,548;""129"";""28 พ.ค.2015 15:00"";""7.5"";""5.2"";""182.0"";""32.2"";""96.0"";""ปกติ"""
"361,670;""129"";""28 พ.ค.2015 16:00"";""7.5"";""5.3"";""182.0"";""32.0"";""103.0"";""ปกติ"""
"361,792;""129"";""28 พ.ค.2015 17:00"";""7.5"";""5.5"";""182.0"";""31.9"";""99.0"";""ปกติ"""
"361,916;""129"";""28 พ.ค.2015 18:00"";""7.5"";""5.3"";""181.0"";""31.7"";""113.0"";""ปกติ"""
"362,040;""129"";""28 พ.ค.2015 19:00"";""7.5"";""5.5"";""181.0"";""31.6"";""97.0"";""ปกติ"""
"362,160;""129"";""28 พ.ค.2015 20:00"";""7.5"";""5.4"";""181.0"";""31.6"";""102.0"";""ปกติ"""
"362,284;""129"";""28 พ.ค.2015 21:00"";""7.5"";""5.4"";""181.0"";""31.6"";""99.0"";""ปกติ"""
"362,405;""129"";""28 พ.ค.2015 22:00"";""7.5"";""5.4"";""180.0"";""31.6"";""100.0"";""ปกติ"""
"362,527;""129"";""28 พ.ค.2015 23:00"";""7.5"";""5.4"";""180.0"";""31.5"";""102.0"";""ปกติ"""
"362,650;""129"";""29 พ.ค.2015 00:00"";""7.5"";""5.4"";""181.0"";""31.5"";""95.0"";""ปกติ"""
"362,774;""129"";""29 พ.ค.2015 01:00"";""7.5"";""5.3"";""180.0"";""31.4"";""104.0"";""ปกติ"""
"362,898;""129"";""29 พ.ค.2015 02:00"";""7.5"";""5.3"";""180.0"";""31.4"";""99.0"";""ปกติ"""
"363,022;""129"";""29 พ.ค.2015 03:00"";""7.5"";""5.4"";""180.0"";""31.3"";""109.0"";""ปกติ"""
"363,145;""129"";""29 พ.ค.2015 04:00"";""7.5"";""5.4"";""180.0"";""31.2"";""95.0"";""ปกติ"""
"363,269;""129"";""29 พ.ค.2015 05:00"";""7.5"";""5.4"";""180.0"";""31.2"";""103.0"";""ปกติ"""
"363,393;""129"";""29 พ.ค.2015 06:00"";""7.5"";""5.3"";""180.0"";""31.2"";""104.0"";""ปกติ"""
