"205,412";"109";"4 เม.ย.2015 13:30";"6.4";"6.9";"250.2";"32.6";"-";"ปกติ"
"205,464";"109";"4 เม.ย.2015 14:00";"6.5";"7.6";"250.1";"32.9";"-";"ปกติ"
"205,524";"109";"4 เม.ย.2015 14:30";"6.5";"7.5";"250.2";"32.9";"-";"ปกติ"
"205,576";"109";"4 เม.ย.2015 15:00";"6.6";"7.8";"250.4";"33.1";"-";"ปกติ"
"205,636";"109";"4 เม.ย.2015 15:30";"6.2";"6.3";"250.2";"32.0";"-";"ปกติ"
"205,689";"109";"4 เม.ย.2015 16:00";"6.2";"6.6";"249.8";"31.8";"-";"ปกติ"
"205,750";"109";"4 เม.ย.2015 16:30";"6.3";"7.2";"249.4";"32.2";"-";"ปกติ"
"205,803";"109";"4 เม.ย.2015 17:00";"6.3";"7.0";"249.5";"32.1";"-";"ปกติ"
"205,863";"109";"4 เม.ย.2015 17:30";"6.4";"7.5";"249.8";"32.3";"-";"ปกติ"
"205,916";"109";"4 เม.ย.2015 18:00";"6.4";"7.6";"249.3";"32.1";"-";"ปกติ"
"205,976";"109";"4 เม.ย.2015 18:30";"6.3";"7.3";"250.0";"31.9";"-";"ปกติ"
"206,029";"109";"4 เม.ย.2015 19:00";"6.3";"7.4";"249.8";"31.8";"-";"ปกติ"
"206,090";"109";"4 เม.ย.2015 19:30";"6.3";"7.2";"250.3";"31.7";"-";"ปกติ"
"206,143";"109";"4 เม.ย.2015 20:00";"6.3";"7.1";"250.4";"31.6";"-";"ปกติ"
"206,203";"109";"4 เม.ย.2015 20:30";"6.2";"6.8";"250.6";"31.5";"-";"ปกติ"
"206,256";"109";"4 เม.ย.2015 21:00";"6.2";"6.7";"250.8";"31.4";"-";"ปกติ"
"206,317";"109";"4 เม.ย.2015 21:30";"6.2";"6.7";"250.9";"31.3";"-";"ปกติ"
"206,370";"109";"4 เม.ย.2015 22:00";"6.2";"6.7";"251.1";"31.3";"-";"ปกติ"
"206,430";"109";"4 เม.ย.2015 22:30";"6.2";"6.7";"251.2";"31.2";"-";"ปกติ"
"206,482";"109";"4 เม.ย.2015 23:00";"6.2";"6.7";"251.3";"31.2";"-";"ปกติ"
"206,543";"109";"4 เม.ย.2015 23:30";"6.2";"6.6";"251.4";"31.1";"-";"ปกติ"
"206,595";"109";"5 เม.ย.2015 00:00";"6.2";"6.5";"251.1";"31.1";"-";"ปกติ"
"206,656";"109";"5 เม.ย.2015 00:30";"6.2";"6.4";"251.6";"31.0";"-";"ปกติ"
"206,709";"109";"5 เม.ย.2015 01:00";"6.2";"6.3";"251.7";"31.0";"-";"ปกติ"
"206,770";"109";"5 เม.ย.2015 01:30";"6.2";"6.3";"251.8";"31.0";"-";"ปกติ"
"206,823";"109";"5 เม.ย.2015 02:00";"6.2";"6.2";"251.9";"31.0";"-";"ปกติ"
